[START OF SIMULATION]
[0x00000000]	call r0,r0,0x00BA   R0=(PC+4)>>2=0x00000000,PC=(R0+0x00BA)<<2=0x000002E8
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A408]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A40C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A410]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A414]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A418]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A41C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A420]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A424]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A428]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A42C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A430]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A434]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A438]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A43C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A440]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A444]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A448]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A44C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A450]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A454]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A458]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A45C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A460]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A464]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A468]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A46C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A470]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A474]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A478]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A47C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A480]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A484]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A488]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A48C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A490]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A494]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A498]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A49C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A4A0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A4A4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A4A8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A4AC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A4B0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A4B4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A4B8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A4BC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A4C0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A4C4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A4C8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A4CC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A4D0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A4D4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A4D8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A4DC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A4E0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A4E4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A4E8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A4EC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A4F0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A4F4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A4F8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A4FC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A500]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A504]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A508]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A50C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A510]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A514]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A518]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A51C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A520]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A524]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A528]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A52C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A530]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A534]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A538]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A53C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A540]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A544]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A548]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A54C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A550]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A554]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A558]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A55C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A560]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A564]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A568]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A56C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A570]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A574]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A578]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A57C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A580]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A584]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A588]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A58C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A590]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A594]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A598]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A59C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A5A0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A5A4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A5A8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A5AC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A5B0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A5B4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A5B8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A5BC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A5C0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A5C4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A5C8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A5CC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A5D0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A5D4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A5D8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A5DC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A5E0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A5E4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A5E8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A5EC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A5F0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A5F4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A5F8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A5FC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A600]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A604]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A608]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A60C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A610]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A614]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A618]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A61C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A620]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A624]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A628]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A62C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A630]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A634]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A638]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A63C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A640]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A644]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A648]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A64C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A650]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A654]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A658]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A65C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A660]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A664]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A668]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A66C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A670]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A674]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A678]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A67C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A680]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A684]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A688]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A68C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A690]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A694]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A698]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A69C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A6A0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A6A4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A6A8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A6AC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A6B0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A6B4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A6B8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A6BC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A6C0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A6C4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A6C8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A6CC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A6D0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A6D4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A6D8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A6DC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A6E0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A6E4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A6E8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A6EC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A6F0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A6F4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A6F8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A6FC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A700]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A704]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A708]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A70C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A710]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A714]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A718]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A71C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A720]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A724]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A728]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A72C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A730]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A734]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A738]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A73C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A740]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A744]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A748]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A74C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A750]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A754]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A758]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A75C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A760]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A764]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A768]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A76C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A770]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A774]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A778]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A77C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A780]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A784]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A788]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A78C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A790]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A794]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A798]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A79C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A7A0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A7A4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A7A8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A7AC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A7B0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A7B4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A7B8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A7BC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A7C0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A7C4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A7C8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A7CC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A7D0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A7D4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A7D8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A7DC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A7E0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A7E4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A7E8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A7EC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A7F0]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A7F4]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A7F8]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A7FC]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A800]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A804]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A808]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A80C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A810]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A814]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A818]=0x0000001C
[0x00000078]	pop fr,r28          FR=MEM[R28->0x0000A81C]=0x0000001C
[0x0000007C]	pop er,r28          ER=MEM[R28->0x0000A820]=0x0000001C
[0x00000080]	reti r30            PC=R30<<2=0x00000070
[0x00000070]	pop r30,r28         R30=MEM[R28->0x0000A824]=0x0000001C
[0x00000074]	pop r31,r28         R31=MEM[R28->0x0000A828]=0x0000001C
